cell_id,latitude,longitude,scientific_name,species_slug,label,label_source,observation_count,source_dataset_count,example_occurrence_id,example_dataset_name,example_event_date
955:2835,5.55,103.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_178,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-30T21:31
955:2921,5.55,112.15,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_120,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T20:18
955:2954,5.55,115.45,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_148,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-09T16:38
956:2828,5.65,102.85,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_164,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-26T19:46
956:2831,5.65,103.15,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,3,1,975_170,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T07:34
956:2919,5.65,111.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_117,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-28T09:12
956:2920,5.65,112.05,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_118,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T17:03
956:2955,5.65,115.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_156,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-13T07:30
957:2831,5.75,103.15,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_171,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T07:35
957:2833,5.75,103.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_172,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T18:36
957:2835,5.75,103.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_3,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-25T04:46
957:2855,5.75,105.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_14,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-28T23:25
957:2918,5.75,111.85,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_116,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-29T05:54
957:2955,5.75,115.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_155,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-12T16:04
957:2956,5.75,115.65,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_149,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-10T16:22
958:2829,5.85,102.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_166,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-27T19:24
958:2830,5.85,103.05,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,7,1,975_163,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-25T17:49
958:2835,5.85,103.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_176,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-30T18:22
958:2853,5.85,105.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_12,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-28T14:37
958:2855,5.85,105.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_16,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-29T03:14
958:2915,5.85,111.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_114,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-28T17:12
958:2916,5.85,111.65,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_115,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-28T20:40
958:2955,5.85,115.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_150,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-10T18:03
960:2826,6.05,102.65,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_323,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-22T08:20
960:2830,6.05,103.05,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_160,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-22T08:31
960:2832,6.05,103.25,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_321,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-21T19:49
960:2833,6.05,103.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_322,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-21T21:27
960:2849,6.05,104.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_10,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-27T23:39
960:2850,6.05,105.05,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_11,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-28T01:19
961:2833,6.15,103.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_324,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-22T10:07
961:2847,6.15,104.75,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_8,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-27T14:58
962:2832,6.25,103.25,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_58,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-10T17:35
962:2835,6.25,103.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_325,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-22T18:27
962:2838,6.25,103.85,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_327,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-23T06:02
962:2843,6.25,104.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_5,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-27T01:32
962:2844,6.25,104.45,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_7,Satellite tracked green turtles in the South China Sea 1993-1994,1993-09-27T11:27
963:2834,6.35,103.45,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_60,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-11T08:01
963:2836,6.35,103.65,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_61,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-11T16:20
963:2837,6.35,103.75,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_326,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-23T04:28
963:2838,6.35,103.85,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_328,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-23T08:44
964:2839,6.45,103.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_62,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-12T06:01
964:2840,6.45,104.05,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_329,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-23T17:16
965:2839,6.55,103.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_63,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-12T07:42
965:2843,6.55,104.35,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,2,1,975_331,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-24T06:42
966:2842,6.65,104.25,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_64,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-12T20:28
966:2845,6.65,104.55,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_65,Satellite tracked green turtles in the South China Sea 1993-1994,1994-09-13T06:28
970:2949,7.05,114.95,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_377,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-13T04:43
973:2968,7.35,116.85,Chelonia mydas,green_sea_turtle,1,OBIS_presence_grid,1,1,975_378,Satellite tracked green turtles in the South China Sea 1993-1994,1994-10-16T20:46
915:2828,1.55,102.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
916:2844,1.65,104.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
916:2905,1.65,110.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
917:2843,1.75,104.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
917:2907,1.75,110.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
917:2910,1.75,111.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
918:2906,1.85,110.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
918:2908,1.85,110.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
919:2822,1.95,102.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
919:2849,1.95,104.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
919:2906,1.95,110.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
920:2843,2.05,104.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
920:2850,2.05,105.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
921:2819,2.15,101.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
921:2842,2.15,104.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
921:2910,2.15,111.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
922:2847,2.25,104.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
922:2905,2.25,110.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
922:2911,2.25,111.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
923:2841,2.35,104.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
923:2845,2.35,104.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
923:2913,2.35,111.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
924:2906,2.45,110.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
924:2911,2.45,111.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
925:2843,2.55,104.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
925:2903,2.55,110.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
925:2904,2.55,110.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
926:2844,2.65,104.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
926:2899,2.65,109.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
927:2837,2.75,103.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
927:2900,2.75,110.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
927:2901,2.75,110.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
928:2847,2.85,104.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
928:2902,2.85,110.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
928:2911,2.85,111.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
928:2913,2.85,111.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
929:2842,2.95,104.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
929:2913,2.95,111.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
929:2916,2.95,111.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
929:2919,2.95,111.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
930:2808,3.05,100.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
930:2900,3.05,110.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
930:2910,3.05,111.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
930:2925,3.05,112.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
931:2811,3.15,101.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
931:2899,3.15,109.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
931:2908,3.15,110.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2810,3.25,101.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2842,3.25,104.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2844,3.25,104.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2903,3.25,110.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2920,3.25,112.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
932:2921,3.25,112.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2838,3.45,103.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2846,3.45,104.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2913,3.45,111.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2914,3.45,111.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2923,3.45,112.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
934:2929,3.45,112.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
935:2838,3.55,103.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
935:2906,3.55,110.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
935:2914,3.55,111.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
935:2916,3.55,111.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
935:2918,3.55,111.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
